ID	釋文
5040	十二
5041	三
5042	都倉
5043	四斗
5044	恐
5045	百九
5046	水都
5047	詣大守
5048	肩水候官神爵二年七月吏
5049	"朱幼季少九丿，散幼君少十四丿
段子賓多十丿，楊翁前多十"
5050	"止虜隧長申延壽九月，候史唐忠九月
安樂隧長孫東門九月，散幼君五十，孫子卿百廿
                                         聞賓九十二，李子高三百八十"
5051	廣野隧卒淳于德
5052	甲寅迹毋越塞出入迹
5053	卒悉輓林下以丁未
5054	牛車一兩，弩一矢五十，卩
5055	十一月庚申入，年卅二
5056	湯溫里
5057	望城隧卒咸頤
5058	亭長以主隧
5059	辭曰隴西首陽
5060	告執適隧
5061	月食會今
5062	毋得以它
5063	長宣平樂
5064	三升少，以廩夷胡隧卒
5065	之府移刺史書
5066	且乳反謂
5067	人乎以故有
5068	"封張掖居城司馬四封詣張掖大守府一封詣肩水都尉府一封詣
一封詣肩水候官一封詣日勒一封詣魏郡館陶閏月戊午卒宗受莫當日蚤"
5069	塞虜隧卒爰魯自言迺七月中貸故
5070	隧戍卒梁國菑市陽里
5071	二索不事用
5072	以廩安竟隧卒
5073	水門隧卒淳于
5074	"          卿幸謂
記
          居延來"
5075	厚恩得幸甚幸甚
5076	中故水門隧長尹野使
5077	移候令史
5078	沙頭亭卒市
5079	得一封詣酒泉樂涫縣一封詣館陶
5080	"詣大司農一封詣大常
廣地候印一封詣肩水"
5081	人積茭百五十石
5082	福至里薛某
5083	駟望隧卒〔Z馬匆〕毋何
5084	充光三月食
5085	取
5086	百一十
5087	十
5088	南盡
5089	將作
5090	昌里尹
5091	河南郡
5092	"府傳章曰乾齊長
九月丁卯以來北出"
5093	"二年十月戌朔丁卯
告臨隧長
月壬申"
5094	"都尉章詣橐他候
都尉章詣廣地候"
5095	從謂壽曰
5096	繩不黃一木
5097	騂北亭長，
5098	水吏安世
5099	盡
5100	政再拜言
5101	長隧〔Z日作〕日
5102	爲解，•
5103	卿取計今
5104	以食
5105	安世除
5106	辛卯四
5107	弓一櫝丸一箭五
5108	谷隧長屋闌
5109	八十步，九十步
5110	爲郡送
5111	居延居延遣
5112	長長
5113	具在
5114	矢卅，ㄢ
5115	王珥
5116	肩水都尉
5117	赤色
5118	觻得延壽
5119	日帶壽
5120	作亡
5121	
5122	北檄十一
5123	
5124	
5125	候史三
5126	靳干三其
5127	出賦錢千二百
5128	出麥十八石合卩，居攝元年六月癸未
5129	廣地士吏陳廣子小女負年五歲
5130	入，水官徵宮日數遷羽日安商角
5131	爲職至今七月己巳
5132	主隧六所負四百八十筭
5133	者雖不爲盜賊一人當小盜
5134	奉用錢八十二萬三千二百
5135	戍卒河東郡臨汾
5136	如律令
5137	會水候官
5138	帝爲其馬
5139	出粟四斗七升
5140	六月庚辰莊宗付范賞
5141	"元始六年二月庚申朔丁卯騂北亭長常敢言之
編敢言之"
5142	欽三月戊申徙補盡晦積一月逋奉
5143	駠騂騂之疾禾耶番財
5144	詣官府
5145	傳馬食二斗三升
5146	佐玄付乘，胡隧長放
5147	推辟部中各
5148	始二年二月丙辰朔
5149	"晏伏地白
幼坐前善毋恙見未久尉卿過得毋有它因白願"
5150	"侍有錢得日夜伏前不即敢負之毋尤當食者
使詣前受教願毋尤"
5151	以爲意毋忽毋忽如律令
5152	十二月戊辰出
5153	驚米九斗五升米斗五十凡
5154	郡國十二，廿有三石
5155	受降隧長
5156	"
一封肩關小印詣昭武"
5157	嗇夫章
5158	出粟六石，
5159	不耐等請實口告昭
5160	近所疑
5161	
5162	西至
5163	"              丙
十九日
            申"
5164	取食官候長△
5165	居延
5166	候長
5167	北書二封
5168	順敢言之
5169	守令史高憙
5170	毋章
5171	使言之亭長
5172	昌里趙
5173	里呂段中
5174	教奏記不
5175	要虜隧卒陳不識正月食
5176	"
七月己未熒陽"
5177	河東戍卒第十六車
5178	所在
5179	白子春足下徐真大厚賜叩
5180	語塞不爲願急來伏待
5181	守左尉王順馬一匹騮牝齒十二歲高
5182	子春坐前
5183	•令使史刺
5184	"               與卒子光雜
莊隧"
5185	"箭鑷一
二十各一"
5186	寇掾門下
5187	肩水金關
5188	關嗇夫吏
5189	"辛未朔癸巳丞相告中二千石二千石郡大守諸侯相上吏郎元康三年
少其實年爵不相應當賜奪勞者或不賜奪"
5190	"地節四年二月乙丑張掖肩水司馬德以私印行都尉事謂肩水候官寫移書到候嚴教乘亭塞吏各廋索部界中詔所名捕施刑士
金利等毋令留居部界中毋有具移吏卒相牽證任不舍匿詔所名捕金利等移爰書都尉府會二月廿五日須報大守府毋忽如律令"
5191	世丞充謂過所縣道河津關遣書佐李鳳德
5192	"                                車一兩                                                                用牛二
此家累山里焦賢               載粟大石廿五石就人文德清陽里陽賞年卅
                                肩水"
5193	傳兩馬再封之一馬一封諸乘軺傳者乘一封及以律令乘傳起
5194	"      大守府詣觻得一封刑忠
府
昏四分賀受莫當卒昌，夜食賀付沙頭卒放"
5195	
5196	"願賜物部今相見尓└二陳文至遷使
伏叩"
5197	謹白記
5198	駟望隧長武生
5199	安漢隧長馮邑
5200	肩水金關嗇夫候長
5201	錢千
5202	日下餔時
5203	"                                               牛
作者觻得高縣里王張丿
                                               用"
5204	九月五日以訾詣
5205	雞唯時平樂隧長忘付兼萬福疆
5206	廣地尉史汾慶，送罷卒府
5207	楊安成里延賢
5208	 不肯復持書來令解
5209	言嗇夫負四
5210	 斗四升
5211	令毋處尉
5212	候史朱疆
5213	爲居之以送
5214	"詣肩水府，八月丙午卒護受莫當卒
                            卒音"
5215	日可徵日兇•冬以時到官視事未到
5216	弩一矢十二劍一，~
5217	隆，送弩府
5218	
5219	移過所金關縣索關毋
5220	"牝齒九歲
南亭長賞內"
5221	三年閏月辛
5222	雷山里陳誼年十八
5223	令/兼掾前
5224	尉尉尉尉尉
5225	南部候長
5226	月二十二日南嗇夫傳入
5227	詣肩水都
5228	敦煌陽關都尉張君房
5229	賞，時三月丙戌夜過半時受莫當
5230	戍卒河東臨汾奇利里許武年卅一丿
5231	御史御史爲趣郡收責不能備得所責主名縣或報毋令
5232	富里公乘呂昌年廿九，黑色，長七尺三寸
5233	"                                                         用馬一匹
善居里公士杜譚年六十六歲
                                                           軺車一乘"
5234	戍卒觻得廣昌里虔富年廿五，乘望泉隧
5235	出麥二石，金姦隧
5236	日計，簟一直十八，贛一直六十
5237	麗實一半三錢
5238	鴻嘉三年六月壬寅朔甲辰肩水金
5239	"
二百卌三，六百一十一"
5240	登受夷胡隧卒同昏時第六隧卒同付府門界中卅里
5241	居攝元年十月乙丑令史武付橐佗殄虜隧長孫猛
5242	居聑三年七月丙午朔癸酉肩水候，謂關嗇
5243	丑朔壬子居
5244	甲以來，門下/佐放
5245	"                        妻大女君年廿
年廿六                                 丿七月丁未出 ，出
                         子小男客子年一"
5246	以五月廿五日入，丿
5247	沙上隧長審長，送臈雞詣府
5248	黑犗牛一頭齒八歲，車父
5249	前數候問起居迫職不及度[Z丙刂]已何計訖也
5250	大夫鄭眾年卅六葆市北里
5251	寅朔乙卯居延延水
5252	[Z言闌]不予或逃匿不可見乃自言丞
5253	永始二年五月乙
5254	閏月庚
5255	庫系還受遣叩頭死罪死罪，唯
5256	丙子
5257	戍卒秋利里閻黑一頭齒七歲黃一頭齒九歲
5258	元延二年十二月戊子朔
5259	請實言，它如
5260	出錢千二百，△，給
5261	•右八月所市
5262	嗇夫常
5263	貰賣皂
5264	
5265	廣漢隧戍卒趙國
5266	主
5267	詣廣地候官一詣橐他
5268	穈二百六十
5269	以私印
5270	子卿稚婦足下見
5271	•右士吏候長十三人
5272	五月癸亥武
5273	伏地再拜請
5274	居延都尉
5275	"得
日下餔時付"
5276	肩水君印
5277	"                                     廿日  詣居
北書一封張掖大守章"
5278	出粟二石，卩
5279	吏爲郡中冣
5280	梁國虞南昌里公乘
5281	"                 壬   壬    辛
廿三日
                 子   午     亥"
5282	弟幼弱└不勝願願乞胲骨歸養父病
5283	，二月乙丑入，卩
5284	司馬治所肩水
5285	嗇夫禹佐彊
5286	萬福
5287	十二月丁酉大司徒下京兆尹濟陰山陽
5288	錢六百，給執適隧長王猛六月奉
5289	長國況，十一月食
5290	六月己亥南入
5291	載九
5292	元始五年六月甲子朔
5293	"甲   甲   癸   癸   壬    壬
                        建
午   子   巳   亥   辰"
5294	聑二年十月食
5295	"黃一升白獨一升
後飯二└三日長"
5296	朔己酉眾敢言之
5297	•右卒四人
5298	入四年十二月盡五年二月司御錢三千，受居延
5299	"夫人厚恩也今獨尚馬
收責"
5300	"奈何
聞君上夫人起居善也"
5301	王博叩頭白
5302	須臾而
5303	傅之使其人自知也
5304	加匈脅丈滿心腹不耐飲食
5305	軺車加驪[Z馬過]牝齒七歲
5306	"                廣
王堯   長丈
                深五"
5307	望見趣
5308	小白刀
5309	長年三月德宿等
5310	丞刀行廚傳倉
5311	
5312	△言甲渠隧卒李
5313	出錢四百，傳馬一匹
5314	負十六，負十四
5315	已五百
5316	訾家
5317	毋有它歸到觻得賣魚
5318	
5319	張掖居延郡
5320	大守丞書從事下當用
5321	"             城仲卿丿，水門王卿丿
部    當井張卿丿，壙野田卿丿
             直隧張卿丿，候史王卿丿"
5322	"驚檄至精兵馬明蓬火謹迹候彭欲
去歸昭武田舍乘彭邊塞吏以"
5323	"月盡二月七日錢千四百六十
盡五月錢千二百"
5324	
5325	"朱朱央移肩水候官書曰驛
審入上請易有書令遣廄佐"
5326	六月癸亥出
5327	"[Z穴賣]嚴叩頭白•罪法何敢逆意哉
李掾者見未久辱記告以陃政敬"
5328	"大急身常恐不能自脫搒菙欲干
縣官茭自完在燔離中出公開之校"
5329	去河水一里二百一十步汲河
5330	"                                              出卅送王柱
出六十償大公買            出卌蔡趙氏 ，餘錢千六百卅四
白一十                                  出六十送宋敞"
5331	以償張勝，出五十七勞令史杜卿
5332	憙伏地伏地再拜伏地再拜言
5333	
5334	昭武騎士富里徐習
5335	藉入毋轉所官遣毋入敢言之
5336	齊敢言之常利里女子橋徵史自言夫廷
5337	，印曰肩水守候
5338	•右[Z革？][Z決的右邊]
5339	鄭將軍書二封三月丙申甲夜中過卒應行
5340	史一三十一封甲申夜過
5341	十二月甲辰受壬戌到都尉府
5342	如律令
5343	
5344	鳳兼行丞事
5345	"
守令史詡"
5346	叩頭再拜白
5347	"                                                方箱車
奉明善居里男子侯詡年卅
                                                 用馬一"
5348	曰茖至其夜食時
5349	用穀八石
5350	五十以下欲爲戍庸
5351	給候史李朝二年二月壬
5352	"              癸
廿三日
               丑"
5353	"
七月旦兼關出入"
5354	七月傳吏民出入付
5355	北書三封
5356	
5357	居聑
5358	元始二年十月己酉朔
5359	閣下通
5360	簿一
5361	負作卌五
5362	"庚   庚   己 己
寅   辰  酉  卯"
5363	肩水金關
5364	"居攝元年，朔乙橐他候秉移肩水金關
                 亥朔午木△
府官"
5365	入三乎時報發，置佐豐
5366	"    累山亭長楊親堯居延肩水里召眇年卌

     子男年十四，大車一兩"
5367	"                           其一受入函  四月乙卯日東起萬世隧其日下餔五分時第六隧卒同付府門界中
出萬世隧函二   卌五里函行四時五分中程"
5368	"                                                卒王臨二月壬寅病，居延蓬[Z？]卑一尺戶更西鄉，汲垂少一
執胡隧長田二月乙丑病   卒惲炅，蘭入表[Z？]卑小，弩皆不持
                                                   賦藥各五齊，亡人赤[Z？]單垣不齊壺
                                                                            狗少一，園韭五畦"
5369	皇天上帝隆顯大右成，命統序符梁文金策書
5370	"                                             三石具弩一絲偉同幾郭軸辟完，槀矢銅鍭五十其卅二完十八[Z广干]雽
鄲平阿貍公乘吳傳孺   弩[Z ？盾]一完，蘭蘭冠各一負索完"
5371	"王子文治劍二百五十脯一[Z月鬼]直卌錢六十•凡三百五十
惠中叔七十五又十二•凡八十七"
5372	"前受麥得七石四斗，受受麥六石六斗
右受要虜三斗，受受禁姦三斗"
5373	"                                              其一封詣居延都尉府一詣橐他候官一封詣廣地候官一封詣
北檄四封皆張掖都尉章
                                             正月辛酉日中時騂北亭卒"
5374	適隧長安世敢言之東部候長陳卿治所謹移疾
5375	"鳳四年四月辛丑朔甲寅南鄉嗇夫敢言之石里女子蘇夫自言夫延壽爲肩水倉丞願以令取
居延與子男葆延壽里段延年所占用馬一匹軺車一乘•謹案戶籍在鄉
夫延年皆毋官獄徵事當以令取傳敢言之
移過所如律令/佐定"
5376	居延令印
5377	觻得安定里蓋漢光年廿五，大車一兩，牛一劍一弩一矢十二
5378	觻得成漢里孫延壽，牛車一兩，ㄢ，劍一大刀一，正月庚
5379	卅井士吏居延龍起里公乘樊德卅五，軺車一乘馬一匹，七月甲子入
5380	夷胡隧長夏侯慶召詣廷，五月乙亥日餔坐入
5381	夷胡隧長司馬章兼直隧留將詣廷，五月庚戌日出入
5382	昭武騎士益廣里王隆，卩
5383	•右伍長
5384	塢上偃戶不利，ㄢ
5385	十月南書五輩
5386	趙君[Z敖力]，白徐君公下宜番護介具謹具置中封之到
5387	起封發具之偉一枚在君公所二枚箭四枚在君公所
5388	"曹游客二千四百，常偉君千三百
張伯二千六百，李子房四千五百五十"
5389	功曹佐忠再拜言騂北亭長惲之部再拜辭
5390	必毋忽如律令，二月辛卯入，壬辰出
5391	元始五年四月己酉肩水守候城守尉臨敢言之始安
5392	騂北亭元始元年八月盡晦，郵書算
5393	蔡豊叩頭白王掾坐前毋恙，敢陳愚因言王
5394	德幸許願今莫欲得數束茭甚幸叩頭謹因使再
5395	樂護叩頭白郝子春見數不一└二叩頭白願借傳真案
5396	之已立歸行借穿耳鐵願以付使幸甚幸甚謹再拜白
5397	田卒魏郡內黃西好駕里郎王九年廿七，~
5398	張掖居延年廿八
5399	南書一
5400	府
5401	
5402	
5403	毋苛留
5404	年卅六七尺五寸中壯大刑面鼻黑
5405	牒別言會月旦謹以舉書過如牒敢言之
5406	本始元年十二月癸酉張掖大守守卒史薛則督盜賊
5407	嗇夫安世亭長息憲上書安世息言變事告侍報檄到
5408	亡自賊殺傷給法所當得詔獄重事爲疑
5409	
5410	肩水候
5411	"[Z亡虫]矢
銅鍭百"
5412	錢二千
5413	"                甲  甲  癸  癸  壬  壬
廿五日                  立夏
               寅  申  丑   未  子   午"
5414	"辛   庚   庚   己   己
巳   戌   辰   酉   卯"
5415	"己  己  甲  甲  癸   癸   壬   壬
卯  酉  寅  申  丑   未    子   午"
5416	賈人李大仲，錯
5417	"                    三封張掖大守章詣居延府其二封詔書六月辛丑起，七月辛亥東中時永受沙頭吏趙
月六日       二枚角塞尉詣廣地肩水 ，卿百分付莫當
北書七封    一枚楊成掾詣肩水
                     一封都尉詣肩水"
5418	"                            毋尊布二匹直七百八十，八月辛卯受高卿
出錢七百八十
                             毋尊布一匹直四百"
5419	"
馬一匹[Z馬過]牡齒"
5420	"以新來毋器物幸
詣前叩頭壹數"
5421	願便告歸部
5422	尉史孫卿弟從愚若君所所
5423	用牛二，六月己酉入，六月丙辰出
5424	就居延平里梁並年卅入，大車
5425	吳良叩頭白，
5426	子春坐前
5427	少一通解何
5428	年十八，右二人，鄭程葆
5429	肩水金關
5430	給廣漢隧長宋
5431	馬一匹
5432	與候長徐裦內中臥譚
5433	里大女呂貞年廿六歲黑色牛車二兩•子小女
5434	出賦錢六百，給候史楊況
5435	，嬰三石直卅
5436	辛卯入，車一兩牛二皆
5437	十月丁未出，出
5438	世敢言之官移畢二牒其一牒曰六
5439	"候印詣肩水都尉府一封張掖肩候印詣城尉
橐他莫當隧卒仁即行日未入一干時"
5440	客不審縣里姓名胡人字君督
5441	安世隧長孫長賢
5442	鬼新趙齊
5443	奴婢亡人命
5444	善毋恙頃
5445	 ，劍一，卩
5446	職事毋狀罪當
5447	從史朝
5448	戍卒里牛車一頭齒八歲第十二車~
5449	肩水北部候長
5450	"乙  乙
巳  亥"
5451	癸酉丙丁酉戊辰戊申
5452	"丁  丁  丙   丙
未  丑  午   子"
5453	肩水金關
5454	縣北成里趙遂
5455	酉子
5456	"初元
名籍一"
5457	，田由丿
5458	楊彭
5459	不不不
5460	陰陵里黃恭
5461	出錢百
5462	里孟竟庸同郡
5463	泉隧長昭武平
5464	國寧平第一車
5465	表一通，候卒閒
5466	"         伏地再
長長長長長"
5467	候史延年
5468	禹表火七通定世得
5469	肩水金關
5470	肩水候官
5471	槍十
5472	肩水金關
5473	"十月
乃遣舍署
今聞
因言
錢已發
都尉"
5474	
5475	"元始四年五月庚午朔乙未東部候長放敢言之謹移亡人火出入界
相付日時一編敢言之"
5476	"牟放印，令史發
五月乙未以來，君前"
5477	肩水金關
5478	"大男王年二十三長桼尺五寸
居延庫丞威移過所河津遣官佐一人"
5479	"東部候長ㄙ再拜言
教驗問治關門餘木ㄙ後夫子發侍坐之謹驗問關嗇夫歆亭長當卒蠶承叩頭對曰九月中"
5480	"
時願錄毋狀當并坐免冠叩頭死罪再拜白"
5481	因毋裘衣糧食疑客等阿爲彊健聽姦私以貧弱相冒代
5482	元年十一月己亥朔張掖北障候移過所一寸
5483	出麥二石，廩駟望隧卒張立十一月食
5484	爲俗以穀爲空野積物毋儲久久不能職卒
5485	"見匈奴人塞外盡日上二蓬
匈奴人入塞及金關以北塞外丁見匈奴人盡界十二
匈奴人守亭鄣不得下燔積薪盡"
5486	"                             
君候長       狗少一
                             卒食"
5487	始建國元年二月癸卯朔丁巳張掖居延都尉丞將過遣居延尉史衛望延
5488	"發各十束[Z艸共]三斗錢
以本賈賜之甚厚厚受人亟自知也良前時校斗凡取千五十後又取二百"
5489	"子春楊卒不相見
恨何已恨何已欲且留聞塞外有橐佗恐其來入天田也以
大車甚大願爲寄"
5490	"幸爲[Z禾井]之舍東麥地盡以種禾舍東以種穈西皆
種川舍前塊以西盡種穬內中小中有小半毋種願子俓用收萬石種破用
種萬石以渠前種小半詡願子俓時取茭藁貿[Z禾井]餘盡賣之願子俓即"
5491	"自[Z禾井][Z禾井]之
當叩頭白
祭卿內人毋以之通牒補空乏之處"
5492	"
白•崇叩頭請"
5493	"歸誤宗家皆毋它叩頭所送相欲急又官
檄捕候長丁卿候史姚放隊長王隆等未能盡得守府聞"
5494	"子涇業君家室煒子毋恙閒起得毋有它數以田宅泉累子涇業君毋它叩頭
昆弟家室皆得毋有它常客爲吏道遠不數相聞毋恙叩頭叩頭常日日欲遣
素親田又未得奉錢毋以自遣因至今願子涇爲土田使人持之即毋持"
5495	"
餔適數皆者祭酒卿內人厚恩毋它使謹因使願業
如會敞身自犇馳敞城迫不及敞具斗酒相見而城願高"
5496	田卒上黨郡涅蒲里不更童豹年廿五
5497	戍卒趙國易陽南實里王遂
5498	田卒上黨郡壺關東陽里不更莊耐年廿五
5499	京兆尹長安雀昌里公乘張從年廿四
5500	觻得千秋里大男曹盼年五十八，牛車一兩
5501	水門隧卒成弱郭徒毋何貰買皂不布一匹直三百
5502	年卅五長七尺五寸黑色十一月戊子
5503	武伏地再拜
5504	"七月奉六百候長實取已出錢二百二十四皂錢已
八月奉六百上功計已                                                計長"
5505	"敢言之遣候長外人送昭武所訟遝令史董幸復范德趙赦之刑常致昭
河津金關毋苛留止如律令
如律令/掾安世令史光佐其"
5506	"元康二年十二月乙丑朔庚
年長物色如牒謁移肩水金"
5507	
5508	"日東中時表六通，日下餔時表二通
                                                       候卒初△
日西中時表四通"
5509	故觻得假佐守澤中亭長六月丙辰除
5510	"居延令印詣封詣蘩陽一封詣內黃一封詣媼圍一封張掖肩水
候印一封詣昭武一封詣肩水城尉官二封張掖肩候一封詣昭武獄一封詣
亭卒受橐他莫當隧卒租即行日食時付沙頭亭卒合"
5511	輔，賣襲一領賈錢六百，要虜隧長
5512	寸黑色，軺車一乘馬
5513	九斗，負嗇夫三斗麥
5514	一匹△，劍一，弩一矢五十
5515	"居令延印一封詣酒泉會水一張掖大守府一封詣氐池一封居延甲候詣姑臧二封張掖廣地候印一封詣
尉府一封詣肩水城尉府一封郭全私印詣肩水城官檄二居延令印詣昭武
卒高宗受橐他莫隧卒趙人即行日蚤時付沙頭亭卒先"
5516	田卒梁國蒙市隂里季節豎
5517	李莊年十六歲長六尺黑色
5518	■五鳳二年五月
5519	■
5520	處里公乘杜年廿五，用馬
5521	前白都吏孫
5522	受張忠四百七十
5523	審常
5524	郵行
5525	如卒至今未來記到
5526	發省卒會[Z亻昨]莫至
5527	舍勳婦聖君在舍
5528	八月丙子蚤食七分時當塢上一通付并
5529	張玄
5530	駒來須就關須
5531	平樂毋官獄
5532	"                          神爵元年七月庚戌朔壬申嗇夫久付廣
月盡月積五月奉                                            自取"
5533	幸甚自謂私受昆弟
5534	伏地言田卿足下見不久不得言前田卿來
5535	計行省持來不可
5536	"等二人書到廋索界中毋有具移相牽任不
奴等廿四人廋索部中相牽證任毋舍匿詔"
5537	•右爰書
5538	"孫君
奉履
細"
5539	步安丞勝初下，候丞
5540	留甚善毋可言者懷毋重比者
5541	會月廿三日須以成事
5542	•右隧長名
5543	從
5544	長七尺七寸黃色，軺車一乘馬一匹
5545	貰賣布一匹賈錢二百五十貸錢百卌凡直三百九十故水門隧長尹野所
5546	賣[Z系未]一兩直錢廿三革帶二枚直六十•凡直八十三故水門隧長闌富
5547	廣野隧卒勒忘，貰賣縹一匹隧長屋闌富昌里尹野所丿
5548	"陽朔三年正月丁卯朔戊寅肩水
士吏政即日視事日直赤帝三陽長日利以"
5549	"入官視事視事大吉福祿日事數得
察舉陽隧高遷敢言之"
5550	大奴右年廿六歲長七尺五寸黑色，馬一匹
5551	"                                 貰官練襲一令直千濼涫平旦周稚所稚君舍在會水候官入東門術西入酒泉東部候
受降卒富里宋鉗
                                 史不審里孫中卿妻秋任 ，畢"
5552	居延始至里宋毋害，牛車一兩，弩一矢十八劍一卩
5553	居延佐富里張廣地年廿五長七尺五寸黑色，馬一匹，弓一矢卅△
5554	"                           平旦表四               日食坐時表四     日
                           日出是表四         日東中時表三  日餔時表三
十一月丁巳      日蚤食時表七   日中時表四    日下餔時
                          日食時表三"
5555	居延令史富里公乘曹延年年卅五長七尺五寸黑色，軺車一乘馬一匹
5556	河南郡雒陽長年里左[Z上西下系馬]年卅三，步，七月乙亥入
5557	"                                           年廿五                           練襲一領白布單衣  ，革履一兩
萬年里任廣漢大奴據 ，                     車牛一兩                                          •右伍長  卩
                                             墨色                           一領布[Z系未]一兩"
5558	"                             幸爲生請王子贛生幸甚  幸甚
青毋忘"
5559	負等事
5560	"                                                                                                    子小男賀年三歲
廣地受延隧長徐壽光妻氐池富昌里徐公君年廿八黑色                               牛車一兩"
5561	之弟爲葆也少須我報候及令史福具言候福曰得即封
5562	"                                          其二人養
二月乙未卒十九人         一人守革
                                         定作十六人就車二兩載新葦百六十束率人十束起酒泉五渠隧"
5563	卿爲成請肩水鍛工卒名安樂在河
5564	江卿少三，趙卿少一•毛卿少二，凡少
5565	里大夫利樂宗年廿三長七尺五寸黑色，弓一矢五十
5566	叩頭幸甚乃弟相張利子文以行事
5567	尺二寸黑色，辤以發幼，廣地候官，吏吏
5568	子文謹爲何，子實文
5569	"布六尺五寸直七十五，出錢二百五十九
枲四斤直七十，出錢卅六就錢
一升四錢，凡出二百九十五"
5570	百廿五，已
5571	"枚陽印
肩水金關
以來"
5572	肩水金關
5573	八月大
5574	
5575	
5576	"                                     元始五年五月乙酉日西中五分禁姦隧卒
表二壹通南     半分當利隧卒兼付安樂隧卒馮界中卅五
                                       程"
5577	小時 東方 東方 東方 南方 南方 南方 西方 西方 西方 北方 北方 北方
5578	"，
直十八，米四斗直六十六"
5579	當所市，麹三斗直十八，一斗直卌，一石直卌
5580	錢不縣得毋煩
5581	留之人妻婦幼弱獨上下塞難叩頭謹請往
5582	叩頭叩頭幸甚願相見致且自愛來者數聞起居叩頭叩頭
5583	宋德叩頭叩頭白有秩
5584	除譚[Z广干]免缺除徐徐徐
5585	聽聽免補除補除補
5586	人付南部
5587	"日中二分一通，下餔一通
三分一通
西中九分一通"
5588	"居延左印
肩水金關"
5589	自言爲家私使
5590	未已也願君
5591	"                            黍二石在君所
錢百 ，酒"
5592	吏令掖左尉稚君
5593	告令，叩頭言丈人坐前善毋恙過
5594	請丈人君小子叩頭叩頭
5595	多少必通今爲注記者豐叩頭叩頭
5596	茂陵壽成上里董葉年十九長大車一兩
5597	卒不及入官求索
5598	地長
5599	"廷言北部候長隧長等迺十二月會水掾
到秩索自持詣廷毋忽如律令"
5600	用牛四頭
5601	已取通不肯復遣必使有
5602	
5603	"
馬不任豊病傷寒積五日苦"
5604	前衝作病苦
5605	"通二通
一通日未中二通一通
一通•凡三通
一通日西二通"
5606	出粟六石直七百廿，元始六年二月厨嗇夫
5607	從吏日勒尉史齊
5608	"
到官視事行道"
5609	觻得富貴里趙嬰齊
5610	勞一歲六月七能書會計治官民頗知
5611	到上辟往來五十里莫宿
5612	"神爵二年五月
步利里曹自爲"
5613	正月乙卯以
5614	兩弩一矢五十丿
5615	出錢百，買葦
5616	"詣肩水都尉府一封居令延印
檄一封居延倉長詣張掖大守府
卒充即行日蚤食時付沙頭亭卒合"
5617	候卒利 ， △
5618	肩水候官主關隧長公乘郭克
5619	"                                          五石具弩一完 ，[Z亡虫]矢
隧卒      弩[Z巾盾]一            ，蘭"
5620	三月丙辰朔丁巳甲渠候
5621	正月辛丑朔丁未千人令史袁昌敢言之遣
5622	居延沙陰里李奴年卅長七尺五寸黑
5623	車一兩麥粟五十石
5624	可三百里
5625	書七封檄一
5626	年廿四
5627	出錢十九萬伍千一百廿給吏奉
5628	都尉府敢言之
5629	以下七十九人
5630	，完
5631	塢下一苣火一通南通都尉府
5632	出廩賣都倉以[Z米翟]
5633	到宣等趣遣令
5634	今未到宣└
5635	事敢言之
5636	"觻得常利里家去大守府一里，產觻得縣
爲吏二歲九月十日
官視事，觻得縣人"
5637	"                           鎧甲鞮瞀各三
鎧鍉瞀各一      革甲鞮各四
長矛二                [Z巾盾]三"
5638	騂北亭長宗
5639	"出入毋留敢言之
  /掾充佐文光"
5640	信二月食
5641	△└未得九月奉
5642	一乘馬一匹弩一矢五十
5643	官謂肩水候官執胡
5644	
5645	食令史廣與從者居延里記萬富里公孫世俱來
5646	福祿日至
5647	福祿日至
5648	居延游檄千秋里公乘霸憙年廿五長七尺二寸黑色
5649	"用者
吏平令史"
5650	"告臨河隧
上"
5651	亭來
5652	騎守小
5653	左里公乘辛
5654	致
5655	"
張掖大守章卒禁十
                      付莫當卒弘"
5656	官高遷
5657	官高遷
5658	戍卒趙國易陽壽
5659	"從御史周卿治所一封詣熒陽罷戍田謂丞相史治所•七封居延令印二封詣
食行"
5660	"尉仁之逆寇隧
水塞尉"
5661	得八十三凡齎
5662	"
孫卿"
5663	"
大夫伏"
5664	"候長                 四石具弩二傷二角
候史         四石具弩一完
                          四石具弩二傷二角"
5665	"年五十歲長七尺八寸爲人黃色
小股"
5666	三•冣卅石折
5667	"秋卒孫長
勇士卒翟並"
5668	受表十二通
5669	
5670	君
5671	
5672	里王奉光
5673	伏地再拜
5674	卒十，卩
5675	ㄢ
5676	△
5677	"大車一兩
弩一矢"
5678	案道水謁告
5679	賞幼都叩頭白
5680	
5681	
5682	"                                                                             其四百八石石卌八
出錢二萬七千八十四以[Z米翟]粟成人                                                     
                                                                             百五十石石五十"
5683	"內十二，東面十一，西面十三
南面廿四，北面是十六，十二"
5684	•魏氏射得負品
5685	"出錢十八月七日米，出錢
出錢卌君成買絮一枚，出錢"
5686	"
出錢六十二月廿六日和傷汗，出錢
出四百八十買絮，出錢"
5687	•肩水候官居聑三年盡六月磑四時出入簿，肩水候官居聑三年四月盡六月鹽四時
5688	
5689	兼掾陽守令史譚
5690	"元始二年四月壬午朔移過所縣道河津關遣都田守嗇夫陳惲以詔書行水酒
                                           ，/兼掾詡令史譚佐宏"
5691	"居延丞印
四月南入"
